Step			Energy			Magnetization
308			-392.000000			-106
309			-392.000000			-106
310			-392.000000			-106
311			-392.000000			-106
312			-392.000000			-106
313			-392.000000			-106
314			-392.000000			-106
315			-392.000000			-106
316			-392.000000			-106
317			-392.000000			-106
318			-392.000000			-106
319			-384.000000			-104
320			-384.000000			-104
321			-384.000000			-104
322			-384.000000			-104
323			-384.000000			-104
324			-384.000000			-106
325			-384.000000			-106
326			-380.000000			-104
327			-380.000000			-104
328			-380.000000			-104
329			-380.000000			-104
330			-380.000000			-104
331			-380.000000			-104
332			-384.000000			-106
333			-384.000000			-106
334			-384.000000			-108
335			-384.000000			-108
336			-384.000000			-108
337			-384.000000			-108
338			-384.000000			-108
339			-384.000000			-108
340			-384.000000			-108
341			-384.000000			-108
342			-384.000000			-108
343			-384.000000			-108
344			-384.000000			-108
345			-384.000000			-108
346			-384.000000			-108
347			-384.000000			-108
348			-384.000000			-108
349			-384.000000			-108
350			-384.000000			-108
351			-384.000000			-108
352			-384.000000			-108
353			-388.000000			-110
354			-388.000000			-110
355			-388.000000			-110
356			-388.000000			-110
357			-388.000000			-110
358			-388.000000			-110
359			-388.000000			-110
360			-388.000000			-110
361			-388.000000			-110
362			-388.000000			-110
363			-388.000000			-110
364			-388.000000			-110
365			-384.000000			-112
366			-384.000000			-112
367			-384.000000			-112
368			-384.000000			-112
369			-384.000000			-112
370			-384.000000			-112
371			-384.000000			-112
372			-384.000000			-112
373			-384.000000			-112
374			-384.000000			-112
375			-384.000000			-112
376			-384.000000			-112
377			-384.000000			-112
378			-384.000000			-112
379			-384.000000			-112
380			-384.000000			-112
381			-384.000000			-112
382			-384.000000			-112
383			-388.000000			-114
384			-388.000000			-114
385			-388.000000			-114
386			-392.000000			-112
387			-392.000000			-112
388			-392.000000			-112
389			-392.000000			-112
390			-392.000000			-112
391			-392.000000			-112
392			-392.000000			-112
393			-392.000000			-112
394			-392.000000			-112
395			-392.000000			-112
396			-392.000000			-112
397			-392.000000			-112
398			-392.000000			-112
399			-392.000000			-112
400			-392.000000			-114
401			-392.000000			-114
402			-392.000000			-112
403			-392.000000			-112
404			-392.000000			-110
405			-392.000000			-110
406			-392.000000			-110
407			-392.000000			-110
408			-392.000000			-110
409			-392.000000			-110
410			-392.000000			-110
411			-392.000000			-110
412			-392.000000			-110
413			-392.000000			-110
414			-392.000000			-110
415			-392.000000			-110
416			-392.000000			-110
417			-392.000000			-110
418			-392.000000			-110
419			-392.000000			-110
420			-392.000000			-110
421			-392.000000			-110
422			-392.000000			-110
423			-392.000000			-110
424			-392.000000			-110
425			-392.000000			-110
426			-392.000000			-108
427			-392.000000			-108
428			-392.000000			-108
429			-392.000000			-108
430			-392.000000			-108
431			-392.000000			-108
432			-392.000000			-108
433			-392.000000			-108
434			-392.000000			-108
435			-392.000000			-108
436			-392.000000			-108
437			-392.000000			-108
438			-392.000000			-108
439			-392.000000			-108
440			-392.000000			-108
441			-392.000000			-108
442			-392.000000			-108
443			-392.000000			-108
444			-392.000000			-108
445			-392.000000			-108
446			-392.000000			-108
447			-392.000000			-108
448			-392.000000			-108
449			-392.000000			-108
450			-392.000000			-108
451			-392.000000			-108
452			-392.000000			-108
453			-392.000000			-108
454			-392.000000			-108
455			-388.000000			-110
456			-388.000000			-110
457			-388.000000			-110
458			-388.000000			-110
459			-388.000000			-110
460			-388.000000			-110
461			-388.000000			-110
462			-388.000000			-110
463			-388.000000			-110
464			-388.000000			-110
465			-388.000000			-110
466			-388.000000			-110
467			-388.000000			-110
468			-388.000000			-110
469			-388.000000			-110
470			-388.000000			-110
471			-388.000000			-110
472			-388.000000			-110
473			-388.000000			-110
474			-388.000000			-110
475			-388.000000			-108
476			-388.000000			-108
477			-388.000000			-108
478			-388.000000			-108
479			-388.000000			-108
480			-388.000000			-108
481			-388.000000			-108
482			-388.000000			-108
483			-388.000000			-108
484			-388.000000			-108
485			-388.000000			-108
486			-388.000000			-108
487			-388.000000			-108
488			-388.000000			-108
489			-392.000000			-106
490			-392.000000			-106
491			-392.000000			-106
492			-384.000000			-108
493			-384.000000			-108
494			-384.000000			-108
495			-384.000000			-108
496			-384.000000			-108
497			-380.000000			-106
498			-380.000000			-106
499			-380.000000			-106
500			-380.000000			-106
501			-380.000000			-106
502			-380.000000			-106
503			-372.000000			-108
504			-376.000000			-110
505			-376.000000			-108
506			-376.000000			-108
507			-376.000000			-108
508			-376.000000			-108
509			-376.000000			-108
510			-376.000000			-108
511			-376.000000			-108
512			-376.000000			-108
513			-376.000000			-108
514			-376.000000			-108
515			-376.000000			-108
516			-376.000000			-108
517			-376.000000			-108
518			-376.000000			-108
519			-376.000000			-108
520			-376.000000			-108
521			-376.000000			-108
522			-376.000000			-108
523			-376.000000			-108
524			-376.000000			-108
525			-376.000000			-108
526			-376.000000			-108
527			-376.000000			-108
528			-376.000000			-108
529			-376.000000			-108
530			-380.000000			-110
531			-380.000000			-110
532			-380.000000			-110
533			-380.000000			-108
534			-380.000000			-108
535			-380.000000			-108
536			-380.000000			-108
537			-380.000000			-106
538			-380.000000			-106
539			-380.000000			-106
540			-380.000000			-106
541			-380.000000			-106
542			-388.000000			-104
543			-388.000000			-104
544			-388.000000			-104
545			-388.000000			-104
546			-388.000000			-104
547			-388.000000			-104
548			-388.000000			-102
549			-388.000000			-104
550			-388.000000			-104
551			-388.000000			-104
552			-388.000000			-104
553			-388.000000			-104
554			-388.000000			-104
555			-388.000000			-104
556			-388.000000			-104
557			-388.000000			-106
558			-388.000000			-106
559			-388.000000			-106
560			-388.000000			-106
561			-388.000000			-106
562			-388.000000			-104
563			-384.000000			-102
564			-384.000000			-102
565			-384.000000			-102
566			-384.000000			-102
567			-384.000000			-100
568			-384.000000			-100
569			-384.000000			-100
570			-384.000000			-100
571			-384.000000			-100
572			-388.000000			-102
573			-388.000000			-100
574			-388.000000			-100
575			-388.000000			-100
576			-388.000000			-100
577			-388.000000			-100
578			-388.000000			-100
579			-388.000000			-100
580			-388.000000			-100
581			-388.000000			-100
582			-388.000000			-100
583			-388.000000			-100
584			-388.000000			-100
585			-384.000000			-102
586			-384.000000			-102
587			-384.000000			-102
588			-384.000000			-102
589			-384.000000			-102
590			-384.000000			-102
591			-384.000000			-102
592			-384.000000			-102
593			-384.000000			-102
594			-384.000000			-102
595			-384.000000			-102
596			-380.000000			-100
597			-380.000000			-100
598			-380.000000			-100
599			-380.000000			-100
600			-380.000000			-100
601			-380.000000			-100
602			-380.000000			-100
603			-380.000000			-100
604			-380.000000			-100
605			-380.000000			-100
606			-380.000000			-100
607			-380.000000			-100
608			-380.000000			-100
609			-380.000000			-100
610			-380.000000			-100
611			-380.000000			-100
612			-380.000000			-100
613			-380.000000			-100
614			-380.000000			-100
615			-380.000000			-100
616			-380.000000			-100
617			-380.000000			-100
618			-380.000000			-100
619			-380.000000			-100
620			-380.000000			-100
621			-380.000000			-100
622			-380.000000			-100
623			-380.000000			-102
624			-380.000000			-102
625			-380.000000			-102
626			-380.000000			-102
627			-380.000000			-100
628			-380.000000			-100
629			-380.000000			-98
630			-380.000000			-98
631			-380.000000			-98
632			-380.000000			-98
633			-380.000000			-98
634			-380.000000			-98
635			-380.000000			-98
636			-384.000000			-100
637			-384.000000			-100
638			-384.000000			-100
639			-384.000000			-100
640			-384.000000			-100
641			-384.000000			-100
642			-384.000000			-100
643			-384.000000			-100
644			-384.000000			-100
645			-384.000000			-100
646			-384.000000			-100
647			-384.000000			-100
648			-384.000000			-100
649			-384.000000			-100
650			-384.000000			-100
651			-380.000000			-98
652			-380.000000			-98
653			-380.000000			-98
654			-380.000000			-98
655			-380.000000			-98
656			-380.000000			-98
657			-380.000000			-98
658			-380.000000			-98
659			-380.000000			-98
660			-380.000000			-98
661			-384.000000			-96
662			-384.000000			-96
663			-384.000000			-96
664			-388.000000			-98
665			-388.000000			-98
666			-388.000000			-98
667			-388.000000			-98
668			-388.000000			-96
669			-388.000000			-96
670			-388.000000			-96
671			-388.000000			-96
672			-388.000000			-96
673			-388.000000			-96
674			-388.000000			-96
675			-388.000000			-96
676			-388.000000			-96
677			-388.000000			-96
678			-388.000000			-96
679			-388.000000			-96
680			-388.000000			-94
681			-388.000000			-94
682			-388.000000			-94
683			-388.000000			-94
684			-388.000000			-94
685			-388.000000			-94
686			-388.000000			-94
687			-388.000000			-94
688			-388.000000			-94
689			-388.000000			-94
690			-388.000000			-94
691			-388.000000			-94
692			-388.000000			-94
693			-388.000000			-94
694			-388.000000			-94
695			-384.000000			-92
696			-384.000000			-92
697			-384.000000			-92
698			-384.000000			-92
699			-384.000000			-92
700			-384.000000			-92
701			-384.000000			-92
702			-384.000000			-92
703			-384.000000			-92
704			-384.000000			-92
705			-384.000000			-92
706			-384.000000			-92
707			-384.000000			-92
708			-384.000000			-92
709			-384.000000			-92
710			-384.000000			-92
711			-384.000000			-92
712			-384.000000			-92
713			-384.000000			-92
714			-384.000000			-92
715			-384.000000			-92
716			-384.000000			-90
717			-384.000000			-90
718			-388.000000			-92
719			-388.000000			-92
720			-388.000000			-92
721			-388.000000			-92
722			-388.000000			-92
723			-388.000000			-92
724			-388.000000			-92
725			-388.000000			-92
726			-384.000000			-90
727			-384.000000			-90
728			-384.000000			-90
729			-384.000000			-90
730			-384.000000			-90
731			-384.000000			-90
732			-384.000000			-90
733			-384.000000			-90
734			-376.000000			-88
735			-376.000000			-88
736			-376.000000			-86
737			-376.000000			-86
738			-376.000000			-86
739			-376.000000			-86
740			-376.000000			-86
741			-376.000000			-86
742			-376.000000			-86
743			-376.000000			-86
744			-376.000000			-86
745			-376.000000			-86
746			-376.000000			-86
747			-376.000000			-86
748			-376.000000			-86
749			-376.000000			-86
750			-376.000000			-86
751			-376.000000			-86
752			-376.000000			-86
753			-376.000000			-86
754			-376.000000			-84
755			-376.000000			-84
756			-376.000000			-84
757			-376.000000			-84
758			-376.000000			-84
759			-376.000000			-84
760			-376.000000			-82
761			-380.000000			-80
762			-380.000000			-80
763			-376.000000			-82
764			-380.000000			-80
765			-380.000000			-80
766			-380.000000			-80
767			-380.000000			-80
768			-380.000000			-80
769			-380.000000			-80
770			-380.000000			-80
771			-380.000000			-80
772			-376.000000			-78
773			-376.000000			-78
774			-376.000000			-78
775			-376.000000			-78
776			-376.000000			-78
777			-376.000000			-78
778			-376.000000			-78
779			-376.000000			-78
780			-372.000000			-76
781			-372.000000			-76
782			-372.000000			-76
783			-368.000000			-74
784			-368.000000			-74
785			-368.000000			-74
786			-364.000000			-72
787			-364.000000			-72
788			-364.000000			-72
789			-364.000000			-72
790			-364.000000			-72
791			-360.000000			-74
792			-360.000000			-74
793			-360.000000			-74
794			-360.000000			-74
795			-360.000000			-74
796			-364.000000			-76
797			-364.000000			-76
798			-364.000000			-76
799			-364.000000			-74
800			-364.000000			-74
801			-364.000000			-74
802			-364.000000			-74
803			-364.000000			-74
804			-364.000000			-74
805			-364.000000			-74
806			-364.000000			-74
807			-364.000000			-74
808			-364.000000			-74
809			-364.000000			-74
810			-364.000000			-74
811			-368.000000			-76
812			-368.000000			-76
813			-368.000000			-76
814			-376.000000			-78
815			-376.000000			-78
816			-376.000000			-78
817			-376.000000			-78
818			-376.000000			-78
819			-376.000000			-78
820			-376.000000			-78
821			-376.000000			-78
822			-376.000000			-78
823			-372.000000			-80
824			-372.000000			-80
825			-372.000000			-80
826			-372.000000			-80
827			-372.000000			-80
828			-372.000000			-80
829			-372.000000			-80
830			-372.000000			-80
831			-372.000000			-80
832			-372.000000			-80
833			-372.000000			-80
834			-372.000000			-80
835			-372.000000			-80
836			-372.000000			-80
837			-372.000000			-80
838			-372.000000			-80
839			-372.000000			-80
840			-372.000000			-80
841			-372.000000			-80
842			-372.000000			-80
843			-372.000000			-80
844			-372.000000			-80
845			-372.000000			-80
846			-372.000000			-80
847			-372.000000			-78
848			-372.000000			-80
849			-372.000000			-80
850			-372.000000			-80
851			-372.000000			-80
852			-372.000000			-80
853			-372.000000			-80
854			-372.000000			-80
855			-372.000000			-80
856			-372.000000			-80
857			-372.000000			-80
858			-372.000000			-80
859			-372.000000			-80
860			-372.000000			-80
861			-372.000000			-80
862			-372.000000			-78
863			-372.000000			-78
864			-372.000000			-78
865			-372.000000			-78
866			-372.000000			-78
867			-372.000000			-78
868			-368.000000			-80
869			-368.000000			-80
870			-368.000000			-80
871			-368.000000			-80
872			-368.000000			-78
873			-368.000000			-78
874			-368.000000			-78
875			-368.000000			-78
876			-368.000000			-78
877			-368.000000			-78
878			-368.000000			-78
879			-368.000000			-78
880			-368.000000			-78
881			-368.000000			-78
882			-364.000000			-76
883			-364.000000			-76
884			-364.000000			-78
885			-364.000000			-78
886			-368.000000			-80
887			-368.000000			-80
888			-368.000000			-82
889			-368.000000			-80
890			-368.000000			-80
891			-368.000000			-80
892			-368.000000			-80
893			-368.000000			-80
894			-368.000000			-80
895			-368.000000			-80
896			-368.000000			-80
897			-368.000000			-80
898			-368.000000			-80
899			-368.000000			-80
900			-368.000000			-80
901			-368.000000			-80
902			-368.000000			-80
903			-372.000000			-82
904			-372.000000			-82
905			-372.000000			-82
906			-372.000000			-82
907			-372.000000			-82
908			-372.000000			-84
909			-372.000000			-84
910			-372.000000			-84
911			-372.000000			-84
912			-372.000000			-84
913			-372.000000			-84
914			-372.000000			-84
915			-372.000000			-84
916			-372.000000			-82
917			-372.000000			-84
918			-372.000000			-84
919			-372.000000			-84
920			-372.000000			-84
921			-368.000000			-82
922			-368.000000			-82
923			-368.000000			-82
924			-368.000000			-82
925			-368.000000			-82
926			-368.000000			-82
927			-368.000000			-80
928			-368.000000			-80
929			-368.000000			-80
930			-368.000000			-80
931			-368.000000			-80
932			-368.000000			-80
933			-368.000000			-80
934			-368.000000			-80
935			-368.000000			-80
936			-368.000000			-80
937			-368.000000			-80
938			-368.000000			-80
939			-368.000000			-80
940			-368.000000			-80
941			-368.000000			-80
942			-368.000000			-80
943			-368.000000			-80
944			-368.000000			-80
945			-368.000000			-80
946			-368.000000			-80
947			-368.000000			-80
948			-368.000000			-80
949			-368.000000			-80
950			-368.000000			-80
951			-372.000000			-82
952			-372.000000			-82
953			-372.000000			-82
954			-372.000000			-82
955			-372.000000			-82
956			-372.000000			-82
957			-372.000000			-82
958			-372.000000			-80
959			-372.000000			-80
960			-372.000000			-80
961			-372.000000			-80
962			-372.000000			-80
963			-372.000000			-80
964			-372.000000			-80
965			-372.000000			-80
966			-372.000000			-80
967			-372.000000			-80
968			-372.000000			-80
969			-372.000000			-80
970			-372.000000			-80
971			-372.000000			-80
972			-372.000000			-80
973			-372.000000			-80
974			-372.000000			-80
975			-372.000000			-80
976			-372.000000			-80
977			-372.000000			-80
978			-372.000000			-80
979			-372.000000			-80
980			-372.000000			-78
981			-372.000000			-78
982			-372.000000			-78
983			-372.000000			-78
984			-372.000000			-78
985			-372.000000			-78
986			-372.000000			-78
987			-372.000000			-78
988			-372.000000			-80
989			-368.000000			-78
990			-368.000000			-78
991			-368.000000			-78
992			-368.000000			-78
993			-368.000000			-78
994			-368.000000			-78
995			-368.000000			-78
996			-368.000000			-78
997			-364.000000			-80
998			-364.000000			-82
999			-364.000000			-84
1000			-364.000000			-84
1001			-364.000000			-84
1002			-364.000000			-84
1003			-364.000000			-84
1004			-364.000000			-84
1005			-364.000000			-84
1006			-364.000000			-84
1007			-364.000000			-84
1008			-364.000000			-84
1009			-364.000000			-84
1010			-368.000000			-86
1011			-368.000000			-86
1012			-368.000000			-84
1013			-368.000000			-84
1014			-368.000000			-84
1015			-368.000000			-84
1016			-368.000000			-84
1017			-368.000000			-84
1018			-368.000000			-84
1019			-368.000000			-84
1020			-364.000000			-86
1021			-364.000000			-86
1022			-364.000000			-86
1023			-364.000000			-86
1024			-360.000000			-84
1025			-360.000000			-84
1026			-360.000000			-84
1027			-360.000000			-84
1028			-360.000000			-84
1029			-360.000000			-86
1030			-360.000000			-86
1031			-360.000000			-86
1032			-360.000000			-86
1033			-360.000000			-86
1034			-360.000000			-86
1035			-356.000000			-88
1036			-356.000000			-88
1037			-356.000000			-88
1038			-356.000000			-88
1039			-356.000000			-88
1040			-356.000000			-88
1041			-356.000000			-88
1042			-356.000000			-88
1043			-356.000000			-88
1044			-356.000000			-88
1045			-356.000000			-88
1046			-356.000000			-88
1047			-356.000000			-88
1048			-356.000000			-90
1049			-356.000000			-90
1050			-356.000000			-90
1051			-356.000000			-90
1052			-356.000000			-90
1053			-356.000000			-90
1054			-356.000000			-90
1055			-356.000000			-90
1056			-356.000000			-90
1057			-356.000000			-90
1058			-356.000000			-88
1059			-364.000000			-90
1060			-364.000000			-90
1061			-364.000000			-90
1062			-364.000000			-90
1063			-364.000000			-90
1064			-364.000000			-90
1065			-364.000000			-90
1066			-364.000000			-90
1067			-364.000000			-92
1068			-364.000000			-92
1069			-368.000000			-94
1070			-368.000000			-94
1071			-368.000000			-94
1072			-368.000000			-94
1073			-368.000000			-94
1074			-368.000000			-94
1075			-368.000000			-94
1076			-368.000000			-94
1077			-368.000000			-94
1078			-368.000000			-94
1079			-372.000000			-92
1080			-372.000000			-92
1081			-368.000000			-90
1082			-364.000000			-92
1083			-364.000000			-92
1084			-364.000000			-92
1085			-364.000000			-92
1086			-364.000000			-92
1087			-364.000000			-92
1088			-356.000000			-90
1089			-356.000000			-90
1090			-356.000000			-90
1091			-356.000000			-90
1092			-356.000000			-90
1093			-356.000000			-92
1094			-356.000000			-92
1095			-356.000000			-92
1096			-356.000000			-94
1097			-356.000000			-94
1098			-356.000000			-94
1099			-356.000000			-94
1100			-356.000000			-94
1101			-356.000000			-94
1102			-356.000000			-92
1103			-356.000000			-92
1104			-356.000000			-92
1105			-356.000000			-92
1106			-356.000000			-92
1107			-356.000000			-92
1108			-356.000000			-92
1109			-356.000000			-92
1110			-356.000000			-92
1111			-356.000000			-92
1112			-356.000000			-92
1113			-356.000000			-92
1114			-356.000000			-92
1115			-356.000000			-92
1116			-356.000000			-92
1117			-356.000000			-92
1118			-356.000000			-92
1119			-356.000000			-92
1120			-356.000000			-94
1121			-356.000000			-94
1122			-356.000000			-94
1123			-356.000000			-94
1124			-356.000000			-94
1125			-356.000000			-94
1126			-356.000000			-94
1127			-356.000000			-94
1128			-364.000000			-92
1129			-364.000000			-92
1130			-364.000000			-92
1131			-364.000000			-92
1132			-364.000000			-92
1133			-364.000000			-92
1134			-364.000000			-92
1135			-364.000000			-92
1136			-364.000000			-92
1137			-364.000000			-94
1138			-368.000000			-96
1139			-368.000000			-96
1140			-368.000000			-96
1141			-368.000000			-96
1142			-368.000000			-96
1143			-368.000000			-96
1144			-368.000000			-98
1145			-364.000000			-96
1146			-364.000000			-96
1147			-364.000000			-96
1148			-364.000000			-96
1149			-364.000000			-96
1150			-364.000000			-96
1151			-364.000000			-96
1152			-364.000000			-96
1153			-364.000000			-96
1154			-364.000000			-96
1155			-364.000000			-96
1156			-364.000000			-96
1157			-364.000000			-96
1158			-364.000000			-96
1159			-364.000000			-96
1160			-364.000000			-96
1161			-364.000000			-96
1162			-364.000000			-96
1163			-364.000000			-96
1164			-364.000000			-96
1165			-364.000000			-96
1166			-364.000000			-98
1167			-364.000000			-98
1168			-360.000000			-96
1169			-360.000000			-94
1170			-360.000000			-94
1171			-360.000000			-94
1172			-360.000000			-94
1173			-360.000000			-94
1174			-360.000000			-94
1175			-360.000000			-96
1176			-360.000000			-96
1177			-360.000000			-96
1178			-360.000000			-96
1179			-360.000000			-96
1180			-360.000000			-96
1181			-360.000000			-96
1182			-360.000000			-96
1183			-360.000000			-96
1184			-360.000000			-98
1185			-360.000000			-98
1186			-360.000000			-98
1187			-360.000000			-98
1188			-360.000000			-98
1189			-360.000000			-98
1190			-360.000000			-98
1191			-360.000000			-98
1192			-360.000000			-98
1193			-360.000000			-98
1194			-360.000000			-98
1195			-360.000000			-98
1196			-360.000000			-98
1197			-360.000000			-98
1198			-356.000000			-96
1199			-356.000000			-98
1200			-356.000000			-98
1201			-356.000000			-98
1202			-356.000000			-98
1203			-356.000000			-98
1204			-364.000000			-100
1205			-364.000000			-100
1206			-364.000000			-100
1207			-364.000000			-100
1208			-364.000000			-100
1209			-364.000000			-100
1210			-364.000000			-100
1211			-364.000000			-100
1212			-364.000000			-100
1213			-368.000000			-98
1214			-368.000000			-98
1215			-368.000000			-98
1216			-368.000000			-98
1217			-368.000000			-98
1218			-368.000000			-98
1219			-368.000000			-100
1220			-368.000000			-100
1221			-368.000000			-100
1222			-368.000000			-100
1223			-368.000000			-100
1224			-368.000000			-100
1225			-368.000000			-100
1226			-372.000000			-102
1227			-372.000000			-102
1228			-372.000000			-102
1229			-372.000000			-102
1230			-372.000000			-102
1231			-368.000000			-100
1232			-368.000000			-100
1233			-368.000000			-100
1234			-368.000000			-100
1235			-368.000000			-100
1236			-368.000000			-100
1237			-368.000000			-100
1238			-368.000000			-100
1239			-368.000000			-100
1240			-368.000000			-100
1241			-368.000000			-100
1242			-360.000000			-98
1243			-360.000000			-98
1244			-360.000000			-98
1245			-360.000000			-98
1246			-360.000000			-98
